TestDataConfig,FormType,UserName,Password,11NameOfEntityField,12RegisteredNumberTypeField,12RegisteredNumberField,13ASXIssuerCodeField,14AnnouncementTypeField,15AnnouncementDateField,16ASXSecurityCodeField,16ASXSecurityDescriptionField,2A1DividendOrDistributionTypeField1,2A1DividendOrDistributionTypeField2,2A1DividendOrDistributionTypeField3,2A2DividendOrDistributionPeriodTypeField,2A3DividendOrDistributionPeriodEndDateField,2A4RecordDateField,2A5ExDateField,2A6PaymentDateField,2A7ConditionalPaymentIndicatorField,2A7aApprovalConditionField1,2A7aDateForDeterminationField1,2A7aConditionsApprovalRequirementsAndDatesField1,2A7aApprovalReceivedConditionmetField1,2A7aCommentField1,2A7aApprovalConditionField2,2A7aDateForDeterminationField2,2A7aConditionsApprovalRequirementsAndDatesField2,2A7aApprovalReceivedConditionmetField2,2A7aCommentField2,2A8CurrencyField,2A9TotalDividendOrDistributionAmountPerSecurityField,2A9BasicDetailsField,2A9atotalDividendOrDistributionAmountPerSecurityAudEquivalentFiled,2A9bTotalAmountPerSecurityAudEquivalentReleaseDateField,2A9bTotalAmountPerSecurityAudEquivalentReleaseDateStatusField,2A9cfxRateMultiplierField,2A9cfxRateDivisorField,2A10DividendOrDistributionPaidInOtherCurrencyIndicatorField,2A11EntityPlansField1,2A11EntityPlansField2,2A11EntityPlansField3,2A11EntityPlansField4,2A11aDRPApplicableIndicatorField,2A11adrpStatusListField,2A11bBSBApplicableIndicatorField,2A11bbspStatusField,2A11cotherApplicableIndicatorField,2A12TaxComponentInformationIndicatorField,2B1CurrenciesDependentUponResidenceIndicatorField,2B2CurrencyDescriptionArrangementField,2B2aCurrencyItemField1,2B2aPaymentCurrencyEquivalentPerSecurityField1,2B2aCurrencyItemField2,2B2aPaymentCurrencyEquivalentPerSecurityField2,2B2aCurrencyItemField3,2B2aPaymentCurrencyEquivalentPerSecurityField3,2B2bCurrencyEquivalentMethodDescriptionField,2B2cCurrencyEquivalentReleaseDateField,2B2cCurrencyEquivalentReleaseStatusField,2B3CurrencyInformationIndicatorField,2B3aSecurityHolderCurrencyChoicesField,2B3bForeignCurrencyPaymentElectionDeadLineDtField,2B3bForeignCurrencyPaymentElectionDeadLineTmField,2B3cForeignCurrencyElectionFacilityDescriptionField,3A1OrdinaryDividendDistributionEstimatedIndicatorField,3A1aOrdinaryDividendDistributionEstimatedAmountPerSecurityField,3A1aactualOrdinaryAmountAnnouncementDateField,3A1aActualOrdinaryAmountAnnouncementStatusField,3A1bOrdinaryDividendDistributionAmountPerSecurityField,3A2OrdinaryDividendDistributionFrankedIndicatorField,3A2aordinaryDividendDistributionFullyFrankedIndicatorField,3A3PercentageOfFrankedOrdinaryDividendDistributionField,3A3aApplicableCorporateTaxRateForFrankingCreditField,3A4OrdinaryDividendsDistributionFrankedAmountPerSecurityField,3A5PercentageAmountOfUnfrankedDividendField,3A6OrdinaryDividendUnfrankedAmountPerSecurityField,3A7OrdinaryDividendDistributionConduitForeignIncomeAmountField,3B1SpecialDividendDistributionEstimatedIndicatorField,3B1aSpecialDividendDistributionEstimatedAmountField,3B1aActualSpecialAmountPerSecurityAnnouncementDateField,3B1aActualSpecialAmountPerSecurityAnnouncementStatusField,3B1bSpecialDividendDistributionAmountPerSecurityField,3B2SpecialDividendDistributionFrankedIndicatorField,3B2aSpecialDividendDistributionFullyFrankedIndicator,3B3PercentageOfFrankedSpecialDividendDistributionField,3B3aApplicableCorporateTaxRateForFrankingCreditField,3B4SpecialFrankedAmountPerSecurityField,3B5PercentageAmountOfUnfrankedSpecialDividendField,3B6SpecialDividendUnfrankedAmountPerSecurityField,3B7ForeignIncomeAmountPerSecurityField,3C1ScripDividendDistributionEstimatedIndicatorField,3C1aScripDividendDistributionEstimatedAmountPerSecurityField,3C1aActualScripAmountPerSecurityAnnouncementDateField,3C1aActualScripAmountPerSecurityAnnouncementStatusField,3C1bScripDividendDistributionAmountPerSecurityField,3C2ScripRatioMultiplier,3C2ScripRatioDiviserField,3C3ScripFractionRoundingField,3C4ScripDividendDistributionSecuritiesIssueDateField,3C5ScripDividendDistributionSecurityNewIssueIndicatorField,3C5aScripDividendDistributionSecuritiesRankPariPassuIndicatorField,3C5bNonRankingEndDateField,3C6ScripDividendDistributionFrankedIndicatorField,3C6aScripDividendDistributionFullyFrankedIndicatorField,3C7PercentageOfFrankedScripDividendDistributionField,3C7aApplicableCorporateTaxRateForFrankingCreditField,3C8ScripDividendsDistributionFrankedAmountField,3C9PercentageAmountOfUnfrankedScripField,3C10ScripDividendUnfrankedAmountField,3C11ScripDividendDistributionConduitForeignIncomeAmountField,3D1PaymentPeriodStartDateField,3D2PaymentPeriodEndDateField,3D3DividentDistributionRateSetDateField,3D4DividentDistributionRateSetDateDescriptionField,3D5DividendDistributionPeriodNumberOfDaysField,3D6DividendDistributionBaseRateField,3D7DividendDistributionBaseRateDescriptionField,3D8DividendDistributionMarginField,3D9DividendDistributionMarginDescriptionField,3D10DividendDistributionOtherRateField,3D11DividendDistributionOtherRateDescriptionField,3D12DividendDistributionTotalRateField,3D13DividendDistributionRateCommentField,3E1TaxComponentsComments,3F1NZDSupplementaryPayableIndicator,3F2NZDSupplementaryEstimatedIndicator,3F2aNZDSupplementaryEstimatedAmountPerSecurity,3F2aNZDSupplementaryEstimatedAnnoucementDateField,3F2aNZDSupplementaryEstimatedAnnoucementStatusField,3F2bNZDSupplementaryAmountPerSecurityField,3F3NZDSupplementaryFrankedIndicator,3F3aNZDSupplementaryFullyFrankedIndicatorField,3F4NZDSupplementaryFrankedPercentageField,3F4aNZDFrankingCreditTaxRate,3F5NZDFrankingCreditTaxRateField,3F6NZDSupplementaryUnfrankedPercentageField,3F7NZDSupplementaryUnfrankedAmountPerSecurityField,4A1DRPDefaultParticipationOptionField,4A2DRPLastDateTimeForLodgementDtField,4A2DRPLastDateTimeForLodgementTimeField,4A3DRPDiscountRateField,4A4DRPPeriodOfCalculationStartDateField,4A4DRPPeriodOfCalculationEndDateField,4A5DRPPriceCalculationMethodologyField,4A6DRPPriceField,4A7DRPSecuritiesIssueDateField,4A8DRPSecuritiesNewIssueIndicatorField,4A8aDRPSecuritiesRankParPassuFromIssueDateIndicatorField,4A8bDRPNonRenkingEndDateField,4A9DRPMinimumRequiredIndicatorField,4A9aDRPMinimumNumberOfSecuritiesRequiredField,4A9bDRPMinimumField,4A10DRPMaximumRequiredIndicatorField,4A10aDRPMaximumNumberOfSecuritiesRequiredField,4A10bDRPMaximumAmountField,4A10cDRPMaximumAppliedAtBeneficialLevelIndicatorField,4A10dDRPLimitsAtBeneficialLevelDescriptionField,4A11DRPOtherConditionsIndicatorField,4A11aDRPParticipationConditionsDescriptionField,4A12DRPPlanRulesURLField,4A13DRPFurtherInfoField,4B1BSPDefaultParticipationOptionField,4B2BSBLastDateTimeForLodgementDateField,4B2BSBLastDateTimeForLodgementTimeField,4B3BSPDiscountRateField,4B4BSBPeriodOfCalculationStartDatefield,4B4BSBPeriodOfCalculationEndDateField,4B5BSPPriceCalculationMethodologyField,4B6BSPPriceField,4B7BSPSecuritiesIssueDateField,4B8BSPSecuritiesNewIssueIndicatorField,4B8aBSPSecuritiesRankParPassuFromIssueDateIndicator,4B8bBSPNonRenkingEndDateField,4B9BSPMinimumRequiredIndicatorField,4B9aBSPMinimumNumberOfSecuritiesRequiredField,4B9bBSPMinimumAmountField,4B10BSPMaximumRequiredIndicatorField,4B10aBSPMaximumNoOfSecuritiesField,4B10bBSPMaximumAmountField,4B10cBSPMaximumAppliedAtBeneficialLevelField,4B10dBSPLimitsAtBeneficialLevelDescriptionField,4B11BSPOtherConditionsIndicatorField,4B11aBSPParticipationConditionsDescriptionField,4B12BSPPlanRulesURLField,4B13BSPFurtherInfoField,4C1OtherPlanNameField,4C2OtherPlanDefaultParticipationOptionField,4C3OtherPlanLastDateTimeForLodgementDtField,4C3OtherPlanLastDateTimeForLodgementTmField,4C4OtherPlanDiscountRateField,4C5OtherPlanPeriodOfCalculationStartDateField,4C5OtherPlanPeriodOfCalculationEndDateField,4C6OtherPlanPriceCalculationMethodologyField,4C7OtherPlanPriceField,4C8OtherPlanSecuritiesIssueDateField,4C9OtherPlanSecuritiesNewIssueIndicatorField,4C9aOtherPlanSecuritiesRankParPassuIndicatorField,4C9bOtherPlanNonRenkingEndDateField,4C10OtherPlanMinimumRequiredIndicatorField,4C10aOtherPlanMinimumNumberOfSecuritiesRequiredField,4C10bOtherPlanMinimumAmountField,4C11OtherPlanMaximumRequiredIndicatorField,4C11aOtherPlanMaximumNumberOfSecuritiesRequiredField,4C11bOtherPlanMaximumAmountField,4C11cOtherPlanMaximumAppliedAtBeneficialLevelIndicatorField,4C11dOtherPlanLimitsAtBeneficialLevelDescriptionField,4C12OtherPlanOtherConditionsIndicatorField,4C12aOtherPlanParticipationConditionsDescriptionField,4C13OtherPlanPlanRulesURLField,4C14OtherPlanFurtherInfoField,51FurtherInformationCommentField,52AdditionalInformationField
1001,Dividends,cba_user,password2+,COMMONWEALTH BANK OF AUSTRALIA.   ,ACN,123123124,CBA,New announcement,CurrentBusinessDay,CBA,ORDINARY FULLY PAID         ,Ordinary,,,relates to a period of one quarter,FutureSeventhBusinessDay,FutureFourthBusinessDay,FutureThirdBusinessDay,FutureSixthBusinessDay,Yes,ACCC approval,CurrentBusinessDay,Estimated,Yes,Test Comment,Court approval,CurrentBusinessDay,Actual,No,Test Comment,AUD - Australian Dollar,2.31231236,,,,,,,Yes,We have a Dividend/Distribution Reinvestment Plan (DRP),,,,Yes,Full DRP,,,,Yes,Yes,Shareholders resident in the United Kingdom New Zealand and Fiji Protocol.,GBP - Pound Sterling,1.3082,FJD - Fiji Dollar,3.5371,NZD - New Zealand Dollar,2.5246,GBP = 0.5663 FJD = 1.5312 NZD = 1.0929,CurrentBusinessDay,Actual,No,,,,,No,,,,2.31231236,Yes,Yes,100,30,2.31011111,0,0,0.00220125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Zealand Imputation Credit of NZ 0.06 per ordinary share,,,,,,,,,,,,,,Participation in DRP (i.e. +securities issued),FutureFifthBusinessDay,10,0,FutureFifthBusinessDay,FutureTenthBusinessDay,The average of the daily volume weighted average market price of all fully paid ordinary shares in the capita,72.12365,FutureEleventhBusinessDay,Yes,Yes,,No,,,No,,,,,Yes,Participation in the DRP is restricted to shareholders having a registered address or being resident in AustraliaNew Zealand or the United Kingdom.,https://www.commbank.com.au/about-us/shareholders/managing-your-shares/dividend-reinvestment-plan.html,Further info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Participate in the DRP,AdditionalInfo
1002,Dividends,wbc_user,password2+,WESTPAC BANKING CORPORATION     ,ABN,33007457141,WBC,New announcement,CurrentBusinessDay,WBCPE,CAP NOTE 3-BBSW+3.05% PERP NON-CUM RED T-09-22    ,Ordinary,Special,Scrip,relates to a period of one month,FutureSeventhBusinessDay,FutureFourthBusinessDay,FutureThirdBusinessDay,FutureSixthBusinessDay,Yes,Court approval,CurrentBusinessDay,Actual,No,Test Comment,,,,,,AUD - Australian Dollar,4.9,Actual,,,,,,No,,,,We do not have a securities plan for dividends/distributions on this security,,,,,,No,,,,,,,,,,,,,,,,,No,,,,2.2,No,,10,,1.2,15,0.6,0.4,No,,,,1.4,No,,50,,0.7,60,0.3,0.4,No,,,,1.3,1.2,1,Fractions rounded up to the next whole number,FutureSixthBusinessDay,No,,,No,,25,,0.4,20,0.5,0.4,CurrentBusinessDay,FutureFourthBusinessDay,FutureFifthBusinessDay,3D4 Comments,3D2PaymentPeriodEndDateField-3D1PaymentPeriodStartDateField,2.0000,3D7 Comments,10.0000,Margin Desc,2.0000,3D11 Description,14.0000,3D13Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Further information,AdditionalInfo
1003,Dividends,wbc_user,password2+,WESTPAC BANKING CORPORATION     ,ABN,33007457141,WBC,New announcement,CurrentBusinessDay,WBCPE,CAP NOTE 3-BBSW+3.05% PERP NON-CUM RED T-09-22    ,Ordinary,Special,Scrip,relates to a period of one quarter,FutureSeventhBusinessDay,FutureFourthBusinessDay,FutureThirdBusinessDay,FutureSixthBusinessDay,No,,,,,,,,,,,NZD - New Zealand Dollar,5.5,Estimated,5.5,,,,,Yes,We have a Dividend/Distribution Reinvestment Plan (DRP),We have a Bonus +Security Plan or equivalent (BSP),We have another security plan (Plan),,Yes,Full DRP,Yes,Full BSP Offered,Yes,Yes,Yes,NZD Test,AUD - Australian Dollar,1,AUD - Australian Dollar,1,AUD - Australian Dollar,1,Test,CurrentBusinessDay,Estimated,Yes,Test,CurrentBusinessDay,10,Test,Yes,1.5,FutureFourthBusinessDay,Actual,,Yes,Yes,100,25,0.7,15,0.5,0.3,Yes,1.7,FutureFourthBusinessDay,Actual,,Yes,Yes,100,12,1.5,100,0.2,0,Yes,2.2,FutureSecondBusinessDay,Actual,,1,2,Fractions rounded up to the next whole number,FutureSixthBusinessDay,Yes,No,FutureSeventhBusinessDay,Yes,Yes,100,20,1.3,0,0.8,0.1,CurrentBusinessDay,FutureFourthBusinessDay,FutureFifthBusinessDay,Test,3D2PaymentPeriodEndDateField-3D1PaymentPeriodStartDateField,2.0000,Test2,10.0000,Margin Desc,2.0000,3D11 Description,14.0000,3D13Comment,Test3E,Yes,Yes,0.1,CurrentBusinessDay,Actual,,Yes,Yes,100,20,0.1,20,0,Participation in DRP (i.e. +securities issued),FutureFifthBusinessDay,10,2,FutureFifthBusinessDay,FutureTenthBusinessDay,test,1.6,FutureEleventhBusinessDay,Yes,No,FutureSixthBusinessDay,Yes,3,1,Yes,10,100,Yes,Test ,Yes,Test,Test,Further info,Participation in BSP (i.e. +securities issued),FutureFifthBusinessDay,10,3.2,CurrentBusinessDay,FutureFourthBusinessDay,test,1.6,FutureTenthBusinessDay,Yes,No,FutureSixthBusinessDay,Yes,2,6,Yes,20,25,Yes,Test,Yes,Description,Url,FurtherInfo,NewPlan,Participation in Plan (i.e. +securities issued),FutureFifthBusinessDay,10,2,FutureFifthBusinessDay,FutureSixthBusinessDay,Text,2.12,FutureEleventhBusinessDay,Yes,No,FutureSeventhBusinessDay,Yes,2,3,Yes,5,35,Yes,Test,Yes,Decription,Url,OtherPlan,Further information,AdditionalInfo
1004,Dividends,wbc_user,password2+,WESTPAC BANKING CORPORATION     ,ABN,33007457141,WBC,New announcement,CurrentBusinessDay,WBCPE,CAP NOTE 3-BBSW+3.05% PERP NON-CUM RED T-09-22    ,,,Scrip,relates to a period of one month,FutureSeventhBusinessDay,FutureFourthBusinessDay,FutureThirdBusinessDay,FutureSixthBusinessDay,No,,,,,,,,,,,NZD - New Zealand Dollar,10,Estimated,,CurrentBusinessDay,Estimated,,,Yes,We have a Dividend/Distribution Reinvestment Plan (DRP),We have a Bonus +Security Plan or equivalent (BSP),We have another security plan (Plan),,No,,No,,No,No,Yes,NZD Test,AUD - Australian Dollar,10,AUD - Australian Dollar,10,AUD - Australian Dollar,10,Test,CurrentBusinessDay,Estimated,Yes,Test,CurrentBusinessDay,10,Test,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2.2,FutureSecondBusinessDay,Actual,,1,2,Fractions rounded up to the next whole number,FutureSixthBusinessDay,Yes,No,FutureSeventhBusinessDay,Yes,Yes,100,20,1.3,100,0.6,0.3,CurrentBusinessDay,FutureFourthBusinessDay,FutureFifthBusinessDay,Test,3D2PaymentPeriodEndDateField-3D1PaymentPeriodStartDateField,2.0000,Test2,10.0000,Margin Desc,2.0000,3D11 Description,14.0000,3D13Comment,Test3E,Yes,Yes,0.3,CurrentBusinessDay,Actual,,Yes,Yes,10,20,10,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Further information,AdditionalInfo
1005,Dividends,wbc_user,password2+,WESTPAC BANKING CORPORATION     ,ABN,33007457141,WBC,New announcement,CurrentBusinessDay,WBCPE,CAP NOTE 3-BBSW+3.05% PERP NON-CUM RED T-09-22    ,,Special,,relates to a period of one month,FutureSeventhBusinessDay,FutureFourthBusinessDay,FutureThirdBusinessDay,FutureSixthBusinessDay,No,,,,,,,,,,,NZD - New Zealand Dollar,10,Estimated,10,,,1,1,Yes,,,We have another security plan (Plan),,,,,,Yes,No,Yes,NZD Test,AUD - Australian Dollar,10,AUD - Australian Dollar,10,AUD - Australian Dollar,10,Test,CurrentBusinessDay,Estimated,Yes,Test,CurrentBusinessDay,10,Test,,,,,,,,,,,,,,Yes,10,FutureFourthBusinessDay,Actual,,Yes,Yes,100,3,0,100,10,0,,,,,,,,,,,,,,,,,,,,,CurrentBusinessDay,FutureFourthBusinessDay,FutureFifthBusinessDay,Test,3D2PaymentPeriodEndDateField-3D1PaymentPeriodStartDateField,2.0000,Test2,10.0000,Margin Desc,2.0000,3D11 Description,14.0000,3D13Comment,,Yes,Yes,1.1,CurrentBusinessDay,Actual,,Yes,Yes,10,20,10,20,10,Do not participate in DRP (i.e. cash payment),FutureFifthBusinessDay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NewPlan,Do not participate in Plan (i.e. cash payment),FutureFifthBusinessDay,10,2,FutureFifthBusinessDay,FutureSixthBusinessDay,Text,1.45,FutureEleventhBusinessDay,Yes,No,FutureSeventhBusinessDay,Yes,2,3,Yes,6,24,Yes,Test,Yes,Decription,Url,OtherPlan,Further information,AdditionalInfo
1006,Dividends,wbc_user,password2+,WESTPAC BANKING CORPORATION     ,ABN,33007457141,WBC,New announcement,CurrentBusinessDay,WBC,ORDINARY FULLY PAID         ,,,,relates to a period of one month,FutureSeventhBusinessDay,FutureFourthBusinessDay,FutureThirdBusinessDay,FutureSixthBusinessDay,No,,,,,,,,,,,NZD - New Zealand Dollar,10,Estimated,10,,,1,1,No,,,We have another security plan (Plan),,,,,,Yes,No,Yes,NZD Test,AUD - Australian Dollar,10,AUD - Australian Dollar,10,AUD - Australian Dollar,10,Test,CurrentBusinessDay,Estimated,Yes,Test,CurrentBusinessDay,10,Test,,,,,,,,,,,,,,Yes,10,FutureFourthBusinessDay,Actual,,Yes,Yes,100,3,0,100,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,,,Shares will be purchased on-market on or as soon as practicable after the dividend payment date.The DRP price will be published at www.riotinto.com/drp-price,,,No,,,No,,,No,,,,,No,,url,,,,,,,,,,,,,,,,,,,,,,,,,,NewPlan,Do not participate in Plan (i.e. cash payment),FutureFifthBusinessDay,10,2,FutureFifthBusinessDay,FutureSixthBusinessDay,Text,2.35,FutureEleventhBusinessDay,Yes,No,FutureSeventhBusinessDay,Yes,3,2,Yes,10,20,Yes,Test,Yes,Decription,Url,OtherPlan,Further information,AdditionalInfo
1007,Dividends,wbc_user,password2+,WESTPAC BANKING CORPORATION     ,ABN,33007457141,WBC,New announcement,CurrentBusinessDay,WBC,ORDINARY FULLY PAID         ,,Special,,relates to a period of one month,FutureSeventhBusinessDay,PastFirstBusinessDay,FutureThirdBusinessDay,FutureSixthBusinessDay,No,,,,,,,,,,,AUD - Australian Dollar,10,Estimated,10,,,1,1,No,,,We have another security plan (Plan),,,,,,Yes,No,Yes,NZD Test,AUD - Australian Dollar,10,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10,FutureFourthBusinessDay,Actual,,Yes,Yes,100,3,0,100,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NewPlan,Do not participate in Plan (i.e. cash payment),FutureFifthBusinessDay,10,2,FutureFifthBusinessDay,FutureSixthBusinessDay,Text,3.12,FutureEleventhBusinessDay,Yes,No,FutureSeventhBusinessDay,Yes,1,2,Yes,6,25,Yes,Test,Yes,Decription,Url,OtherPlan,Further information,AdditionalInfo
1008,Dividends,rio_user,password2+,RIO TINTO LIMITED,ABN,96004458404,RIO,New announcement,CurrentBusinessDay,RIO,RIO - ORDINARY FULLY PAID,Ordinary,Special,,relates to a period of six months,FutureSeventhBusinessDay,FutureFourthBusinessDay,FutureThirdBusinessDay,FutureSixthBusinessDay,No,,,,,,,,,,,AUD - Australian Dollar,5.8953,,,,,,,Yes,We have a Dividend/Distribution Reinvestment Plan (DRP),,,,Yes,Full DRP,,,,No,Yes,Where the security holder has nominated an Australian or United Kingdom account,GBP - Pound Sterling,3.2168,,,,,AUD/GBP 0.54560,CurrentBusinessDay,Actual,No,,,,,No,,,,2.5089,Yes,Yes,100,30,2.5089,0,0,0,No,,,,3.387,Yes,Yes,100,30,3.387,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Further information,AdditionalInfo
1009,Dividends,cba_user,password2+,COMMONWEALTH BANK OF AUSTRALIA.,ABN,48123123124,CBA,New announcement,CurrentBusinessDay,CBAPE,CAP NOTE 3-BBSW+5.20% PERP NON-CUM RED T-10-21,Ordinary,,,relates to a period of one quarter,FutureSeventhBusinessDay,FutureFourthBusinessDay,FutureThirdBusinessDay,FutureSixthBusinessDay,No,,,,,,,,,,,AUD - Australian Dollar,1.2432,Actual,,,,,,No,We have a Dividend/Distribution Reinvestment Plan (DRP),,,,No,,,,,No,,,,,,,,,,,,,,,,,No,,,,2.5089,Yes,Yes,100,30,2.5089,0,0,0,No,,,,3.387,Yes,Yes,100,30,3.387,0,0,0,,,,,,,,,,,,,,,,,,,,,CurrentBusinessDay,FutureFourthBusinessDay,FutureFifthBusinessDay,Test,3D2PaymentPeriodEndDateField-3D1PaymentPeriodStartDateField,2.0000,Test2,10.0000,Margin Desc,2.0000,3D11 Description,14.0000,3D13Comment,,,,,,,,,,,,,,,Do not participate in DRP (i.e. cash payment),FutureFifthBusinessDay,10,0,,,Shares will be purchased on-market on or as soon as practicable after the dividend payment date.The DRP price will be published at www.riotinto.com/drp-price,,,No,,,No,,,No,,,,,No,,http://www.riotinto.com/drp-rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Further information,AdditionalInfo
1010,Dividends,aia_user,password2+,AUCKLAND INTERNATIONAL AIRPORT LIMITED,ARBN,858191562,AIA,New announcement,CurrentBusinessDay,AIA,ORDINARY FULLY PAID FOREIGN EXEMPT NZX    ,Ordinary,,,relates to a period of six months,FutureSeventhBusinessDay,FutureFourthBusinessDay,FutureThirdBusinessDay,FutureSixthBusinessDay,No,,,,,,,,,,,NZD - New Zealand Dollar,0.11,,0.11789433,,,1,,No,We have a Dividend/Distribution Reinvestment Plan (DRP),,,,Yes,Full DRP,,,,No,,,,,,,,,,,,,,,,,No,,,,0.11,No,,,,,100,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,0.019412,No,,,,,100,0.019412,Do not participate in DRP (i.e. cash payment),FutureFifthBusinessDay,10,2.5,FutureFifthBusinessDay,FutureTenthBusinessDay,Calculated as the volume weighted avererage price over a period of five Business Days strting on Ex Date which is one Business Day before the Record Date (as set out in the Dividend Reinvestment Plan).,,,Yes,Yes,,No,,,No,,,,,Yes,Refer to Aukland Airport dividend reinvestmnt plan offer Document,url,Further info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Further information,AdditionalInfo
